Location,Price,Type,No_Beds,No_Baths,Area,Latitude,Longitude,Region,Sub_region
"Block B, Bashundhara R-A, Dhaka",11500000,Apartment,3,4,1400,23.75729,90.36781,BashundharaR-A,Block B
"Farmgate, Tejgaon, Dhaka",20020000,Apartment,3,4,1500,23.7921,90.37846,Tejgaon,Farmgate
"Sector 4, Uttara, Dhaka",18594200,Apartment,3,3,1707,23.86846,90.3928,Uttara,Sector 4
"Block C, Bashundhara R-A, Dhaka",12322500,Apartment,3,4,1643,23.75596,90.37065,BashundharaR-A,Block C
"South Badda, Badda, Dhaka",2500000,Apartment,2,2,800,23.81501,90.43623,Badda,South Badda
"South Monipur, Mirpur, Dhaka",4500000,Apartment,2,2,1000,23.81223,90.35967,Mirpur,South Monipur
"Bash Bari Road, Mohammadpur, Dhaka",5100000,Apartment,2,2,850,23.75711,90.36142,Mohammadpur,Bash Bari Road
"Block C, Lalmatia, Dhaka",24500000,Apartment,3,4,1700,23.75596,90.37065,Lalmatia,Block C
"Rayer Bazaar, Hazaribag, Dhaka",4500000,Apartment,2,2,750,23.74769,90.36325,Hazaribag,Rayer Bazaar
"Faydabad, Dakshin Khan, Dhaka",4775000,Apartment,3,2,1125,23.85159,90.4151,DakshinKhan,Faydabad
"Pallabi, Mirpur, Dhaka",6500000,Apartment,3,3,1350,23.82566,90.37001,Mirpur,Pallabi
"Block A, Lalmatia, Dhaka",20677000,Apartment,3,3,1798,23.75669,90.37316,Lalmatia,Block A
"Sector 12, Uttara, Dhaka",9100000,Apartment,3,4,1700,23.86846,90.3928,Uttara,Sector 12
"Pallabi, Mirpur, Dhaka",6500000,Apartment,3,2,1285,23.82566,90.37001,Mirpur,Pallabi
"Sher-E-Bangla Road, Hazaribag, Dhaka",5970000,Apartment,3,3,1194,23.73494,90.36859,Hazaribag,Sher-E-Bangla Road
"Pirerbag, Mirpur, Dhaka",4500000,Apartment,3,3,1230,23.81223,90.35967,Mirpur,Pirerbag
"Purana Paltan, Motijheel, Dhaka",12000000,Apartment,3,3,1300,23.73053,90.41117,Motijheel,Purana Paltan
"Section 2, Mirpur, Dhaka",4700000,Apartment,2,2,900,23.81223,90.35967,Mirpur,Section 2
"Section 10, Mirpur, Dhaka",7500000,Apartment,3,3,1350,23.81223,90.35967,Mirpur,Section 10
"South Jatra Bari, Jatra Bari, Dhaka",5000000,Apartment,4,2,1200,23.70411,90.43434,JatraBari,South Jatra Bari
"Sector 12, Uttara, Dhaka",6000000,Apartment,2,2,990,23.86846,90.3928,Uttara,Sector 12
"West Dolairpar, Shyampur, Dhaka",5400000,Apartment,3,3,1300,23.70283,90.43515,Shyampur,West Dolairpar
"School Road, Mohakhali, Dhaka",9000000,Apartment,3,2,1050,23.83209,90.42215,Mohakhali,School Road
"Block E, Banasree, Dhaka",9000000,Apartment,5,4,2250,23.76354,90.4318,Banasree,Block E
"Bochila, Mohammadpur, Dhaka",6400000,Apartment,3,3,1200,23.76427,90.36547,Mohammadpur,Bochila
"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",6300000,Apartment,3,2,1050,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
"Gulshan 2, Gulshan, Dhaka",32160000,Apartment,3,3,2680,23.79059,90.42566,Gulshan,Gulshan 2
"Section 10, Mirpur, Dhaka",6050000,Apartment,3,2,1100,23.81223,90.35967,Mirpur,Section 10
"Middle Paikpara, Mirpur, Dhaka",7000000,Apartment,3,3,1480,23.79193,90.35733,Mirpur,Middle Paikpara
"Sher-E-Bangla Road, Hazaribag, Dhaka",9000000,Apartment,3,3,1300,23.73494,90.36859,Hazaribag,Sher-E-Bangla Road
"Section 10, Mirpur, Dhaka",4000000,Apartment,2,2,750,23.81223,90.35967,Mirpur,Section 10
"Sector 7, Uttara, Dhaka",21000000,Apartment,3,4,2000,23.86846,90.3928,Uttara,Sector 7
"Faydabad, Dakshin Khan, Dhaka",2600000,Apartment,2,2,600,23.85159,90.4151,DakshinKhan,Faydabad
"North Goran, Khilgaon, Dhaka",5500000,Apartment,3,3,1055,23.75349,90.42469,Khilgaon,North Goran
"Ashkona, Dakshin Khan, Dhaka",6812000,Apartment,3,3,1310,23.85159,90.4151,DakshinKhan,Ashkona
"Block A, Bashundhara R-A, Dhaka",17000000,Apartment,4,4,1900,23.75669,90.37316,BashundharaR-A,Block A
"Kallyanpur, Mirpur, Dhaka",2500000,Apartment,2,1,650,23.81467,90.37306,Mirpur,Kallyanpur
"Block C, Bashundhara R-A, Dhaka",25000000,Apartment,4,5,3150,23.75596,90.37065,BashundharaR-A,Block C
"Baitul Aman Housing Society, Adabor, Dhaka",7700000,Apartment,3,3,1375,23.7766,90.36276,Adabor,Baitul Aman Housing Society
"West Shewrapara, Mirpur, Dhaka",4000000,Apartment,2,2,880,23.81223,90.35967,Mirpur,West Shewrapara
"Tejkunipara, Tejgaon, Dhaka",9500000,Apartment,3,3,1300,23.7921,90.37846,Tejgaon,Tejkunipara
"Uttar Badda, Badda, Dhaka",6050000,Apartment,3,3,1200,23.81501,90.43623,Badda,Uttar Badda
"Block I, Bashundhara R-A, Dhaka",9100000,Apartment,3,4,1300,23.66803,90.43935,BashundharaR-A,Block I
"Block B, Niketan, Dhaka",10500000,Apartment,3,3,1460,23.77338,90.40971,Niketan,Block B
"Nurer Chala, Badda, Dhaka",6160000,Apartment,3,3,1200,23.81501,90.43623,Badda,Nurer Chala
"Section 10, Mirpur, Dhaka",9200000,Apartment,3,3,1560,23.81223,90.35967,Mirpur,Section 10
"Vashantek, Cantonment, Dhaka",8775000,Apartment,4,5,1950,23.73795,90.39749,Cantonment,Vashantek
"Malibag Bazar Rd, Malibagh, Dhaka",4750000,Apartment,3,3,950,23.74979,90.41256,Malibagh,Malibag Bazar Rd
"Fakirapool, Motijheel, Dhaka",4424000,Apartment,2,2,632,23.72558,90.42179,Motijheel,Fakirapool
"Block G, Bashundhara R-A, Dhaka",12500000,Apartment,3,3,1575,23.78357,90.40878,BashundharaR-A,Block G
"Block A, Niketan, Dhaka",13000000,Apartment,3,3,1566,23.77338,90.40971,Niketan,Block A
"South Baridhara Residential Area,D.I.T. Project, Badda, Dhaka",3825000,Apartment,2,2,850,23.82789,90.3615,Badda,D.I.T. Project
"Sector 10, Uttara, Dhaka",12750000,Apartment,3,3,1500,23.86846,90.3928,Uttara,Sector 10
"Chandrima Model Town, Mohammadpur, Dhaka",4400000,Apartment,3,3,1100,23.76427,90.36547,Mohammadpur,Chandrima Model Town
"Road No 18, Banani, Dhaka",37000000,Apartment,3,3,2176,23.76629,90.41775,Banani,Road No 18
"Manikdi, Cantonment, Dhaka",6250000,Apartment,3,3,1250,23.73905,90.46181,Cantonment,Manikdi
"Gandaria, Sutrapur, Dhaka",4650000,Apartment,2,2,930,23.70279,90.41988,Sutrapur,Gandaria
"Road No 15, Dhanmondi, Dhaka",74000000,Apartment,5,7,4736,23.76629,90.41775,Dhanmondi,Road No 15
"Sector 5, Uttara, Dhaka",7000000,Apartment,2,2,1066,23.86846,90.3928,Uttara,Sector 5
"West Mollartek, Dakshin Khan, Dhaka",5200000,Apartment,3,2,1150,23.85159,90.4151,DakshinKhan,West Mollartek
"Matikata, Cantonment, Dhaka",4200000,Apartment,3,3,1050,23.81934,90.39418,Cantonment,Matikata
"Central Road, Dhanmondi, Dhaka",9500000,Apartment,3,3,1250,23.74191,90.38891,Dhanmondi,Central Road
"Middle Monipur, Mirpur, Dhaka",4950000,Apartment,3,2,1100,23.81223,90.35967,Mirpur,Middle Monipur
"Section 1, Mirpur, Dhaka",4600000,Apartment,3,3,1145,23.81223,90.35967,Mirpur,Section 1
"Block D, Banasree, Dhaka",12622800,Apartment,4,4,2166,23.76354,90.4318,Banasree,Block D
"Road No 7, Dhanmondi, Dhaka",41218000,Apartment,4,4,2785,23.75412,90.36958,Dhanmondi,Road No 7
"Sector 10, Uttara, Dhaka",9000000,Apartment,3,3,1500,23.86846,90.3928,Uttara,Sector 10
"Section 10, Mirpur, Dhaka",5700000,Apartment,3,2,1050,23.81223,90.35967,Mirpur,Section 10
"Kallyanpur, Mirpur, Dhaka",3400000,Apartment,3,2,850,23.81467,90.37306,Mirpur,Kallyanpur
"Naya Paltan, Motijheel, Dhaka",12000000,Apartment,3,3,1480,23.72558,90.42179,Motijheel,Naya Paltan
"Block D, Banasree, Dhaka",11480800,Apartment,4,4,1876,23.76354,90.4318,Banasree,Block D
"Chandrima Model Town, Mohammadpur, Dhaka",9500000,Apartment,4,3,1910,23.76427,90.36547,Mohammadpur,Chandrima Model Town
"Chandrima Model Town, Mohammadpur, Dhaka",4500000,Apartment,3,3,1260,23.76427,90.36547,Mohammadpur,Chandrima Model Town
"Gulshan 1, Gulshan, Dhaka",75000000,Apartment,4,4,4200,23.79059,90.42566,Gulshan,Gulshan 1
"Sector 12, Uttara, Dhaka",4700000,Apartment,2,2,900,23.86846,90.3928,Uttara,Sector 12
"Bochila, Mohammadpur, Dhaka",4650000,Apartment,3,3,1200,23.76427,90.36547,Mohammadpur,Bochila
"Sector 5, Uttara, Dhaka",19400000,Apartment,3,3,1760,23.86846,90.3928,Uttara,Sector 5
"PC Culture Housing, Mohammadpur, Dhaka",3800000,Apartment,2,2,950,23.76427,90.36547,Mohammadpur,PC Culture Housing
"Block B, Bashundhara R-A, Dhaka",19550000,Apartment,3,3,2050,23.75729,90.36781,BashundharaR-A,Block B
"Section 1, Mirpur, Dhaka",5750000,Apartment,3,3,1150,23.81223,90.35967,Mirpur,Section 1
"PC Culture Housing, Mohammadpur, Dhaka",3800000,Apartment,2,2,950,23.76427,90.36547,Mohammadpur,PC Culture Housing
"Section 11, Mirpur, Dhaka",6800000,Apartment,3,3,1260,23.81223,90.35967,Mirpur,Section 11
"Manikdi, Cantonment, Dhaka",5737500,Apartment,3,3,1275,23.73905,90.46181,Cantonment,Manikdi
"Mansurabad Housing Society, Adabor, Dhaka",9100000,Apartment,3,3,1490,23.7766,90.36276,Adabor,Mansurabad Housing Society
"Sector 11, Uttara, Dhaka",10000000,Apartment,3,4,1461,23.86846,90.3928,Uttara,Sector 11
"Sector 3, Uttara, Dhaka",16390000,Apartment,3,3,1620,23.86846,90.3928,Uttara,Sector 3
"Chandrima Model Town, Mohammadpur, Dhaka",3700000,Duplex,2,2,875,23.76427,90.36547,Mohammadpur,Chandrima Model Town
"South Bashabo, Bashabo, Dhaka",8865000,Apartment,3,3,1633,23.7405,90.43472,Bashabo,South Bashabo
"Chandrima Model Town, Mohammadpur, Dhaka",5000000,Apartment,3,3,1260,23.76427,90.36547,Mohammadpur,Chandrima Model Town
"Azimpur, Lalbagh, Dhaka",18500000,Apartment,3,4,1725,23.73266,90.38482,Lalbagh,Azimpur
"Bash Bari Road, Mohammadpur, Dhaka",5100000,Apartment,2,2,850,23.75711,90.36142,Mohammadpur,Bash Bari Road
"Julon Bari, Kotwali, Dhaka",3825000,Apartment,3,2,850,23.73795,90.39749,Kotwali,Julon Bari
"West Shewrapara, Mirpur, Dhaka",5000000,Apartment,3,2,1220,23.81223,90.35967,Mirpur,West Shewrapara
"DIT Road, Malibagh, Dhaka",8500000,Apartment,3,3,1245,23.77531,90.42565,Malibagh,DIT Road
"Sector 12, Uttara, Dhaka",6000000,Apartment,2,2,900,23.86846,90.3928,Uttara,Sector 12
"Chandrima Model Town, Mohammadpur, Dhaka",3800000,Apartment,3,2,950,23.76427,90.36547,Mohammadpur,Chandrima Model Town
"Middle Badda, Badda, Dhaka",3400000,Apartment,3,2,920,23.77753,90.4259,Badda,Middle Badda
"Pirerbag, Mirpur, Dhaka",4500000,Apartment,3,3,1230,23.81223,90.35967,Mirpur,Pirerbag
"Sector 13, Uttara, Dhaka",81312800,Apartment,4,4,4416,23.86846,90.3928,Uttara,Sector 13
"Section 12, Mirpur, Dhaka",8637500,Apartment,3,3,1425,23.81223,90.35967,Mirpur,Section 12
"Shahjadpur, Badda, Dhaka",5200000,Apartment,3,3,1000,23.77153,90.4254,Badda,Shahjadpur
"Road No 6, Baridhara, Dhaka",60000000,Apartment,4,4,2240,23.76629,90.41775,Baridhara,Road No 6
"Block D, Bashundhara R-A, Dhaka",18840000,Apartment,3,4,1884,23.81709,90.43238,BashundharaR-A,Block D
"Sector 6, Uttara, Dhaka",7500000,Apartment,2,2,1095,23.86846,90.3928,Uttara,Sector 6
"South Keraniganj, Keraniganj, Dhaka",13000000,Apartment,5,6,2850,23.64456,90.34818,Keraniganj,South Keraniganj
"Block G, Bashundhara R-A, Dhaka",11000000,Apartment,3,3,1350,23.78357,90.40878,BashundharaR-A,Block G
"Section 11, Mirpur, Dhaka",15000000,Apartment,4,4,2500,23.81223,90.35967,Mirpur,Section 11
"Bangshal Road, Bangshal, Dhaka",5990600,Apartment,2,2,778,23.76629,90.41775,Bangshal,Bangshal Road
"Road No 7, Banani, Dhaka",33900000,Apartment,4,4,3000,23.75412,90.36958,Banani,Road No 7
"Section 7, Mirpur, Dhaka",6500000,Apartment,3,2,1160,23.81223,90.35967,Mirpur,Section 7
"Block F, Bashundhara R-A, Dhaka",9500000,Apartment,3,3,1420,23.75625,90.36915,BashundharaR-A,Block F
"Free School Street, Kathalbagan, Dhaka",13000000,Apartment,3,2,1530,23.74817,90.38665,Kathalbagan,Free School Street
"Asad Avenue, Mohammadpur, Dhaka",35000000,Apartment,3,3,2500,23.76114,90.37217,Mohammadpur,Asad Avenue
"Block E, Banasree, Dhaka",10300000,Apartment,4,4,1800,23.76354,90.4318,Banasree,Block E
"Darussalam, Mirpur, Dhaka",6300000,Apartment,3,3,1150,23.7792,90.35374,Mirpur,Darussalam
"PC Culture Housing, Mohammadpur, Dhaka",7700000,Apartment,3,3,1350,23.76427,90.36547,Mohammadpur,PC Culture Housing
"Pirerbag, Mirpur, Dhaka",4500000,Apartment,3,2,1100,23.81223,90.35967,Mirpur,Pirerbag
"Block H, Bashundhara R-A, Dhaka",10000000,Apartment,3,3,1500,23.66803,90.43935,BashundharaR-A,Block H
"West Agargaon, Agargaon, Dhaka",8000000,Apartment,3,3,1425,23.77323,90.37154,Agargaon,West Agargaon
"Chowdhuripara, Khilgaon, Dhaka",11200000,Apartment,3,3,1250,23.75349,90.42469,Khilgaon,Chowdhuripara
"Haji Abdullah Sarkar Lane, Bangshal, Dhaka",4000000,Apartment,2,1,650,23.88038,90.40519,Bangshal,Haji Abdullah Sarkar Lane
"Pallabi, Mirpur, Dhaka",7500000,Apartment,3,3,1266,23.82566,90.37001,Mirpur,Pallabi
"Boro Maghbazar, Maghbazar, Dhaka",17500000,Apartment,3,4,1875,23.7526,90.4026,Maghbazar,Boro Maghbazar
"Ahmed Nagar, Mirpur, Dhaka",6000000,Apartment,3,3,1120,23.81223,90.35967,Mirpur,Ahmed Nagar
"Block J, Bashundhara R-A, Dhaka",80000000,Building,32,10,8050,23.66803,90.43935,BashundharaR-A,Block J
"Kamal Khan Road, Ibrahimpur, Dhaka",6300000,Apartment,3,3,1250,23.79451,90.38112,Ibrahimpur,Kamal Khan Road
"Block C, Khilgaon, Dhaka",13500000,Apartment,3,3,1500,23.75349,90.42469,Khilgaon,Block C
"Ati Bazar, Keraniganj, Dhaka",3600000,Apartment,2,2,750,23.73055,90.32904,Keraniganj,Ati Bazar
"East Monipur, Mirpur, Dhaka",6825000,Apartment,3,3,1265,23.81223,90.35967,Mirpur,East Monipur
"Topkhana Road, Shegunbagicha, Dhaka",15500000,Apartment,3,3,1530,23.73006,90.40953,Shegunbagicha,Topkhana Road
"Kallyanpur, Mirpur, Dhaka",7800000,Apartment,3,3,1450,23.81467,90.37306,Mirpur,Kallyanpur
"Dhalpur, Jatra Bari, Dhaka",3600000,Apartment,2,2,800,23.71667,90.42181,JatraBari,Dhalpur
"New Baily Road, Shiddheswari, Dhaka",16406500,Apartment,4,4,1727,23.74229,90.4108,Shiddheswari,New Baily Road
"Chandrima Model Town, Mohammadpur, Dhaka",3800000,Apartment,3,2,1080,23.76427,90.36547,Mohammadpur,Chandrima Model Town
"West Rampura, Rampura, Dhaka",7700000,Apartment,3,3,1400,23.76748,90.42231,Rampura,West Rampura
"Sector 12, Uttara, Dhaka",6000000,Apartment,2,2,930,23.86846,90.3928,Uttara,Sector 12
"Pearl Street, Shyamoli, Dhaka",11850000,Apartment,3,3,1550,23.7747,90.36196,Shyamoli,Pearl Street
"West Dolairpar, Shyampur, Dhaka",5400000,Apartment,3,3,1300,23.70283,90.43515,Shyampur,West Dolairpar
"Darussalam, Mirpur, Dhaka",7500000,Apartment,3,3,1245,23.7792,90.35374,Mirpur,Darussalam
"Sultangong Road, Hazaribag, Dhaka",8500000,Apartment,4,4,1350,23.76629,90.41775,Hazaribag,Sultangong Road
"Comfort Housing, Adabor, Dhaka",7000000,Apartment,3,3,1250,23.77274,90.34858,Adabor,Comfort Housing
"Mirpur Road, Shyamoli, Dhaka",7500000,Apartment,3,3,1264,23.73818,90.38389,Shyamoli,Mirpur Road
"Block E, Banasree, Dhaka",6000000,Apartment,3,3,1180,23.76354,90.4318,Banasree,Block E
"Road No 18, Banani, Dhaka",39000000,Apartment,3,4,2675,23.76629,90.41775,Banani,Road No 18
"Khan Bari Road, Kalachandpur, Dhaka",4950000,Apartment,2,2,900,23.72783,90.48041,Kalachandpur,Khan Bari Road
"Block C, Aftab Nagar, Dhaka",7950000,Apartment,3,3,1250,23.75596,90.37065,AftabNagar,Block C
"Mansurabad Housing Society, Adabor, Dhaka",7000000,Apartment,3,3,1196,23.7766,90.36276,Adabor,Mansurabad Housing Society
"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",10670400,Apartment,3,3,1368,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
"Block D, Banasree, Dhaka",11480800,Apartment,4,4,1876,23.76354,90.4318,Banasree,Block D
"Dhaka Uddan, Mohammadpur, Dhaka",5250000,Apartment,3,3,1500,23.76427,90.36547,Mohammadpur,Dhaka Uddan
"Block E, Banasree, Dhaka",10000000,Apartment,3,3,1475,23.76354,90.4318,Banasree,Block E
"Section 12, Mirpur, Dhaka",8637500,Apartment,3,3,1425,23.81223,90.35967,Mirpur,Section 12
"Middle Monipur, Mirpur, Dhaka",4950000,Apartment,3,2,1100,23.81223,90.35967,Mirpur,Middle Monipur
"Boro Maghbazar, Maghbazar, Dhaka",11310800,Apartment,3,3,1287,23.7526,90.4026,Maghbazar,Boro Maghbazar
"Kutum Goli, Agargaon, Dhaka",4704000,Apartment,2,2,980,23.77323,90.37154,Agargaon,Kutum Goli
"Block D, Banasree, Dhaka",11480800,Apartment,4,4,1876,23.76354,90.4318,Banasree,Block D
"Khilji Road, Mohammadpur, Dhaka",12500000,Apartment,3,3,1420,23.77121,90.36675,Mohammadpur,Khilji Road
"Block B, Aftab Nagar, Dhaka",6500000,Apartment,3,2,1170,23.75729,90.36781,AftabNagar,Block B
"Sector 1, Uttara, Dhaka",25000000,Apartment,4,4,2900,23.80021,90.35182,Uttara,Sector 1
"South Banasree Project, Banasree, Dhaka",9700000,Apartment,4,4,1900,23.76354,90.4318,Banasree,South Banasree Project
"Konapara, Demra, Dhaka",3000000,Apartment,2,2,1041,23.71032,90.46983,Demra,Konapara
"Block G, Bashundhara R-A, Dhaka",14524400,Apartment,3,2,1798,23.78357,90.40878,BashundharaR-A,Block G
"Naya Paltan, Motijheel, Dhaka",17000000,Apartment,5,4,1900,23.72558,90.42179,Motijheel,Naya Paltan
"Sector 7, Uttara, Dhaka",13500000,Apartment,3,3,1465,23.86846,90.3928,Uttara,Sector 7
"Merul Badda, Badda, Dhaka",6500000,Apartment,3,3,1630,23.77153,90.4254,Badda,Merul Badda
"West Shewrapara, Mirpur, Dhaka",6500000,Apartment,3,3,1180,23.81223,90.35967,Mirpur,West Shewrapara
"West Dhanmondi, Dhanmondi, Dhaka",9922400,Apartment,3,3,1208,23.75047,90.36678,Dhanmondi,West Dhanmondi
"East Rampura, Rampura, Dhaka",7600000,Apartment,3,3,1405,23.76036,90.41909,Rampura,East Rampura
"Block I, Bashundhara R-A, Dhaka",11500000,Apartment,3,3,1640,23.66803,90.43935,BashundharaR-A,Block I
"Rayer Bazaar, Hazaribag, Dhaka",8700000,Apartment,3,3,1450,23.74769,90.36325,Hazaribag,Rayer Bazaar
"Khilbari Tek, Badda, Dhaka",6787500,Apartment,3,3,1375,23.81501,90.43623,Badda,Khilbari Tek
"Kadamtali, Shyampur, Dhaka",4200000,Apartment,3,2,1313,23.68094,90.43935,Shyampur,Kadamtali
"Block B, Lalmatia, Dhaka",18000000,Apartment,3,4,1685,23.75729,90.36781,Lalmatia,Block B
"East Shewrapara, Mirpur, Dhaka",6750000,Apartment,3,3,1350,23.79255,90.3749,Mirpur,East Shewrapara
"West Shewrapara, Mirpur, Dhaka",4500000,Apartment,3,2,950,23.81223,90.35967,Mirpur,West Shewrapara
"Pirerbag, Mirpur, Dhaka",5300000,Apartment,3,3,1390,23.81223,90.35967,Mirpur,Pirerbag
"Block G, Bashundhara R-A, Dhaka",10000000,Apartment,3,3,1500,23.78357,90.40878,BashundharaR-A,Block G
"Faydabad, Dakshin Khan, Dhaka",2280000,Apartment,2,2,600,23.85159,90.4151,DakshinKhan,Faydabad
"Salimullah Road, Mohammadpur, Dhaka",8400000,Apartment,3,3,1350,23.75913,90.36407,Mohammadpur,Salimullah Road
"Block G, Banasree, Dhaka",7325500,Apartment,3,3,1241,23.76354,90.4318,Banasree,Block G
"Block J, Baridhara, Dhaka",15000000,Apartment,3,3,1916,23.8025,90.42285,Baridhara,Block J
"Block E, Banasree, Dhaka",8700000,Apartment,4,3,1800,23.76354,90.4318,Banasree,Block E
"West Agargaon, Agargaon, Dhaka",6231500,Apartment,3,3,1133,23.77323,90.37154,Agargaon,West Agargaon
"Block C, Bashundhara R-A, Dhaka",10000000,Apartment,3,3,1350,23.75596,90.37065,BashundharaR-A,Block C
"Section 2, Mirpur, Dhaka",6075000,Apartment,3,3,1350,23.81223,90.35967,Mirpur,Section 2
"Free School Street, Kathalbagan, Dhaka",9200000,Apartment,3,3,1295,23.74817,90.38665,Kathalbagan,Free School Street
"Sector 13, Uttara, Dhaka",23000000,Apartment,5,4,3000,23.86846,90.3928,Uttara,Sector 13
"PC Culture Housing, Mohammadpur, Dhaka",3375000,Apartment,2,2,750,23.76427,90.36547,Mohammadpur,PC Culture Housing
"Shahjadpur, Badda, Dhaka",6500000,Apartment,3,3,1050,23.77153,90.4254,Badda,Shahjadpur
"East Rampura Road, Rampura, Dhaka",7500000,Apartment,3,3,1347,23.76629,90.41775,Rampura,East Rampura Road
"Chandrima Model Town, Mohammadpur, Dhaka",3700000,Apartment,3,2,1050,23.76427,90.36547,Mohammadpur,Chandrima Model Town
"Lalbagh Road, Lalbagh, Dhaka",2800000,Apartment,2,2,750,23.76629,90.41775,Lalbagh,Lalbagh Road
"Section 12, Mirpur, Dhaka",2000000,Apartment,1,1,450,23.81223,90.35967,Mirpur,Section 12
"PC Culture Housing, Mohammadpur, Dhaka",10000000,Apartment,3,4,1560,23.76427,90.36547,Mohammadpur,PC Culture Housing
"Julon Bari, Kotwali, Dhaka",4050000,Apartment,3,2,900,23.73795,90.39749,Kotwali,Julon Bari
"Middle Badda, Badda, Dhaka",5025000,Apartment,3,2,1005,23.77753,90.4259,Badda,Middle Badda
"Gulshan 1, Gulshan, Dhaka",31200000,Apartment,3,3,1950,23.79059,90.42566,Gulshan,Gulshan 1
"Nobodoy Housing Society, Mohammadpur, Dhaka",3600000,Apartment,2,2,750,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
"Chowdhuripara, Khilgaon, Dhaka",11200000,Apartment,3,3,1250,23.75349,90.42469,Khilgaon,Chowdhuripara
"Sher Shah Suri Road, Mohammadpur, Dhaka",3500000,Apartment,2,2,700,23.76341,90.36579,Mohammadpur,Sher Shah Suri Road
"Middle Paikpara, Mirpur, Dhaka",6300000,Apartment,3,3,1400,23.79193,90.35733,Mirpur,Middle Paikpara
"Bangshal Road, Bangshal, Dhaka",1200000,Apartment,2,1,500,23.76629,90.41775,Bangshal,Bangshal Road
"Block A, Bashundhara R-A, Dhaka",10000000,Apartment,3,3,1450,23.75669,90.37316,BashundharaR-A,Block A
"Block B, Aftab Nagar, Dhaka",6800000,Apartment,3,2,1025,23.75729,90.36781,AftabNagar,Block B
"Doniya, Shyampur, Dhaka",4300000,Apartment,3,2,1050,23.68094,90.43935,Shyampur,Doniya
"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",6500000,Apartment,3,3,1182,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
"Block J, Baridhara, Dhaka",22000000,Apartment,4,4,2582,23.8025,90.42285,Baridhara,Block J
"Block I, Bashundhara R-A, Dhaka",14287500,Apartment,4,3,1905,23.66803,90.43935,BashundharaR-A,Block I
"Jagannathpur, Badda, Dhaka",9940000,Apartment,3,3,1420,23.77876,90.42571,Badda,Jagannathpur
"Road No 5, Baridhara, Dhaka",45000000,Apartment,3,3,2578,23.75479,90.36056,Baridhara,Road No 5
"Pallabi, Mirpur, Dhaka",10000000,Apartment,3,4,1554,23.82566,90.37001,Mirpur,Pallabi
"Baitul Aman Housing Society, Adabor, Dhaka",12165000,Apartment,3,3,1622,23.7766,90.36276,Adabor,Baitul Aman Housing Society
"Girls School Road, Dakshin Khan, Dhaka",6090000,Apartment,3,3,1450,23.74927,90.38295,DakshinKhan,Girls School Road
"Rajia Sultana Road, Mohammadpur, Dhaka",5500000,Apartment,2,2,825,23.76629,90.41775,Mohammadpur,Rajia Sultana Road
"Section 11, Mirpur, Dhaka",7000000,Apartment,3,3,1220,23.81223,90.35967,Mirpur,Section 11
"Middle Paikpara, Mirpur, Dhaka",4500000,Apartment,3,2,1000,23.79193,90.35733,Mirpur,Middle Paikpara
"West Shewrapara, Mirpur, Dhaka",8400000,Apartment,3,3,1400,23.81223,90.35967,Mirpur,West Shewrapara
"Block C, Banasree, Dhaka",65000000,Building,14,10,11900,23.76354,90.4318,Banasree,Block C
"Sector 3, Uttara, Dhaka",12000000,Apartment,3,3,1400,23.86846,90.3928,Uttara,Sector 3
"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",9450000,Apartment,3,3,1500,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
"Taltola, Dakshin Khan, Dhaka",5000000,Apartment,3,3,1375,23.85159,90.4151,DakshinKhan,Taltola
"Goran, Khilgaon, Dhaka",6020000,Apartment,3,3,1150,23.75349,90.42469,Khilgaon,Goran
"South Banasree Project, Banasree, Dhaka",5800000,Apartment,3,2,1185,23.76354,90.4318,Banasree,South Banasree Project
"Section 1, Mirpur, Dhaka",7320000,Apartment,3,3,1240,23.81223,90.35967,Mirpur,Section 1
"Section 12, Mirpur, Dhaka",7500000,Apartment,3,3,1300,23.81223,90.35967,Mirpur,Section 12
"Sector 10, Uttara, Dhaka",9345000,Apartment,3,3,1350,23.86846,90.3928,Uttara,Sector 10
"Manda Road, Mugdapara, Dhaka",5465000,Apartment,3,2,1093,23.72813,90.42969,Mugdapara,Manda Road
"Middle Badda, Badda, Dhaka",5500000,Apartment,2,3,1100,23.77753,90.4259,Badda,Middle Badda
